table_schema,table_name,column_name,ordinal_position,data_type,is_nullable
app,rental_audit_log,id,1,bigint,NO
app,rental_audit_log,rental_id,2,bigint,YES
app,rental_audit_log,payment_schedule_id,3,bigint,YES
app,rental_audit_log,transaction_id,4,text,YES
app,rental_audit_log,action,5,text,NO
app,rental_audit_log,old_value,6,jsonb,YES
app,rental_audit_log,new_value,7,jsonb,YES
app,rental_audit_log,changed_by_user_id,8,text,YES
app,rental_audit_log,changed_at,9,timestamp with time zone,NO
app,rental_documents,id,1,bigint,NO
app,rental_documents,rental_id,2,bigint,NO
app,rental_documents,document_name,3,text,NO
app,rental_documents,document_type,4,text,NO
app,rental_documents,file_name,5,text,YES
app,rental_documents,file_url,6,text,YES
app,rental_documents,storage_path,7,text,YES
app,rental_documents,uploaded_by_user_id,8,text,YES
app,rental_documents,uploaded_at,9,timestamp with time zone,NO
app,rental_participants,id,1,bigint,NO
app,rental_participants,rental_id,2,bigint,NO
app,rental_participants,associate_id,3,text,YES
app,rental_participants,associate_name,4,text,YES
app,rental_participants,participant_role,5,text,NO
app,rental_participants,split_percentage,6,numeric,NO
app,rental_participants,gross_commission_amount,7,numeric,YES
app,rental_participants,company_dollar_amount,8,numeric,YES
app,rental_participants,royalty_amount,9,numeric,YES
app,rental_participants,growth_share_amount,10,numeric,YES
app,rental_participants,agent_net_amount,11,numeric,YES
app,rental_participants,counts_toward_cap,12,boolean,NO
app,rental_participants,created_at,13,timestamp with time zone,NO
app,rental_participants,updated_at,14,timestamp with time zone,NO
app,rental_participants,market_center_split,15,numeric,YES
app,rental_participants,agent_split,16,numeric,YES
app,rental_participants,agent_deal_split,17,numeric,YES
app,rental_payment_schedule,id,1,bigint,NO
app,rental_payment_schedule,rental_id,2,bigint,NO
app,rental_payment_schedule,payment_sequence_number,3,integer,NO
app,rental_payment_schedule,due_date,4,date,NO
app,rental_payment_schedule,period_start_date,5,date,YES
app,rental_payment_schedule,period_end_date,6,date,YES
app,rental_payment_schedule,expected_rental_amount,7,numeric,YES
app,rental_payment_schedule,expected_commission_amount,8,numeric,YES
app,rental_payment_schedule,gross_commission,9,numeric,YES
app,rental_payment_schedule,company_dollar,10,numeric,YES
app,rental_payment_schedule,royalty,11,numeric,YES
app,rental_payment_schedule,growth_share,12,numeric,YES
app,rental_payment_schedule,agent_net_amount,13,numeric,YES
app,rental_payment_schedule,payment_status,14,text,NO
app,rental_payment_schedule,paid_date,15,timestamp with time zone,YES
app,rental_payment_schedule,cancelled_date,16,timestamp with time zone,YES
app,rental_payment_schedule,cancelled_reason,17,text,YES
app,rental_payment_schedule,transaction_created,18,boolean,NO
app,rental_payment_schedule,transaction_id,19,text,YES
app,rental_payment_schedule,created_by_user_id,20,text,YES
app,rental_payment_schedule,paid_by_user_id,21,text,YES
app,rental_payment_schedule,cancelled_by_user_id,22,text,YES
app,rental_payment_schedule,created_at,23,timestamp with time zone,NO
app,rental_payment_schedule,updated_at,24,timestamp with time zone,NO
app,rentals,id,1,bigint,NO
app,rentals,rental_number,2,text,NO
app,rentals,market_centre_id,3,text,YES
app,rentals,market_centre_name,4,text,YES
app,rentals,source_listing_id,5,text,YES
app,rentals,listing_number,6,text,YES
app,rentals,property_address,7,text,NO
app,rentals,suburb,8,text,YES
app,rentals,city,9,text,YES
app,rentals,province,10,text,YES
app,rentals,property_reference,11,text,YES
app,rentals,property_notes,12,text,YES
app,rentals,landlord_name,13,text,YES
app,rentals,landlord_surname_or_company,14,text,YES
app,rentals,landlord_id_or_reg_number,15,text,YES
app,rentals,landlord_email,16,text,YES
app,rentals,landlord_phone,17,text,YES
app,rentals,landlord_alternative_phone,18,text,YES
app,rentals,landlord_physical_address,19,text,YES
app,rentals,landlord_postal_address,20,text,YES
app,rentals,landlord_notes,21,text,YES
app,rentals,tenant_name,22,text,YES
app,rentals,tenant_surname_or_company,23,text,YES
app,rentals,tenant_id_or_reg_number,24,text,YES
app,rentals,tenant_email,25,text,YES
app,rentals,tenant_phone,26,text,YES
app,rentals,tenant_alternative_phone,27,text,YES
app,rentals,tenant_current_address,28,text,YES
app,rentals,tenant_notes,29,text,YES
app,rentals,rental_type,30,text,NO
app,rentals,rental_status,31,text,NO
app,rentals,lease_start_date,32,date,YES
app,rentals,lease_end_date,33,date,YES
app,rentals,lease_signed_date,34,date,YES
app,rentals,occupation_date,35,date,YES
app,rentals,frequency,36,text,NO
app,rentals,payment_due_day,37,integer,YES
app,rentals,payment_due_rule,38,text,YES
app,rentals,rental_amount,39,numeric,YES
app,rentals,deposit_amount,40,numeric,YES
app,rentals,procurement_fee_amount,41,numeric,YES
app,rentals,management_fee_percentage,42,numeric,YES
app,rentals,management_fee_amount,43,numeric,YES
app,rentals,gross_commission,44,numeric,YES
app,rentals,company_dollar,45,numeric,YES
app,rentals,royalty,46,numeric,YES
app,rentals,growth_share,47,numeric,YES
app,rentals,agent_net_amount,48,numeric,YES
app,rentals,counts_toward_cap,49,boolean,NO
app,rentals,notes,50,text,YES
app,rentals,created_by_user_id,51,text,YES
app,rentals,updated_by_user_id,52,text,YES
app,rentals,created_at,53,timestamp with time zone,NO
app,rentals,updated_at,54,timestamp with time zone,NO
app,rentals,cancelled_at,55,timestamp with time zone,YES
app,rentals,cancelled_reason,56,text,YES
app,rentals,landlord_country,57,text,YES
app,rentals,landlord_province,58,text,YES
app,rentals,landlord_city,59,text,YES
app,rentals,landlord_suburb,60,text,YES
app,rentals,landlord_street_number,61,text,YES
app,rentals,landlord_street_name,62,text,YES
app,rentals,tenant_country,63,text,YES
app,rentals,tenant_province,64,text,YES
app,rentals,tenant_city,65,text,YES
app,rentals,tenant_suburb,66,text,YES
app,rentals,tenant_street_number,67,text,YES
app,rentals,tenant_street_name,68,text,YES
migration,agent_deregistration_log,id,1,bigint,NO
migration,agent_deregistration_log,job_id,2,text,YES
migration,agent_deregistration_log,associate_id,3,bigint,NO
migration,agent_deregistration_log,associate_name,4,text,YES
migration,agent_deregistration_log,reason,5,text,YES
migration,agent_deregistration_log,requested_by,6,text,YES
migration,agent_deregistration_log,deregistered_at,7,timestamp with time zone,NO
migration,agent_reactivation_log,id,1,bigint,NO
migration,agent_reactivation_log,associate_id,2,bigint,NO
migration,agent_reactivation_log,associate_name,3,text,YES
migration,agent_reactivation_log,old_market_center_id,4,text,YES
migration,agent_reactivation_log,new_market_center_id,5,text,YES
migration,agent_reactivation_log,requested_by,6,text,YES
migration,agent_reactivation_log,reactivated_at,7,timestamp with time zone,NO
migration,associate_admin_market_centers,id,1,bigint,NO
migration,associate_admin_market_centers,associate_id,2,bigint,NO
migration,associate_admin_market_centers,source_market_center_id,3,text,YES
migration,associate_admin_teams,id,1,bigint,NO
migration,associate_admin_teams,associate_id,2,bigint,NO
migration,associate_admin_teams,source_team_id,3,text,YES
migration,associate_documents,id,1,bigint,NO
migration,associate_documents,associate_id,2,bigint,NO
migration,associate_documents,document_type,3,text,YES
migration,associate_documents,document_name,4,text,YES
migration,associate_documents,document_url,5,text,YES
migration,associate_documents,uploaded_by,6,text,YES
migration,associate_documents,uploaded_at,7,timestamp with time zone,NO
migration,associate_job_titles,id,1,bigint,NO
migration,associate_job_titles,associate_id,2,bigint,NO
migration,associate_job_titles,job_title,3,text,YES
migration,associate_notes,id,1,bigint,NO
migration,associate_notes,associate_id,2,bigint,NO
migration,associate_notes,note_type,3,text,YES
migration,associate_notes,note_text,4,text,YES
migration,associate_notes,created_by,5,text,YES
migration,associate_notes,created_at,6,timestamp with time zone,NO
migration,associate_roles,id,1,bigint,NO
migration,associate_roles,associate_id,2,bigint,NO
migration,associate_roles,role_name,3,text,YES
migration,associate_service_communities,id,1,bigint,NO
migration,associate_service_communities,associate_id,2,bigint,NO
migration,associate_service_communities,community_name,3,text,YES
migration,associate_social_media,id,1,bigint,NO
migration,associate_social_media,associate_id,2,bigint,NO
migration,associate_social_media,platform,3,text,YES
migration,associate_social_media,url,4,text,YES
migration,associate_social_media,sort_order,5,integer,YES
migration,associates_prepared,source_associate_id,1,text,NO
migration,associates_prepared,first_name,2,text,YES
migration,associates_prepared,last_name,3,text,YES
migration,associates_prepared,full_name,4,text,YES
migration,associates_prepared,email,5,text,YES
migration,associates_prepared,status_name,6,text,YES
migration,associates_prepared,market_center_name,7,text,YES
migration,associates_prepared,team_name,8,text,YES
migration,associates_prepared,kwuid,9,text,YES
migration,associates_prepared,last_seen_at,10,timestamp with time zone,YES
migration,associates_prepared,prepared_at,11,timestamp with time zone,NO
migration,associates_prepared,image_url,12,text,YES
migration,associates_prepared,mobile_number,13,text,YES
migration,associates_prepared,office_number,14,text,YES
migration,associates_prepared,national_id,15,text,YES
migration,associates_prepared,ffc_number,16,text,YES
migration,associates_prepared,kwsa_email,17,text,YES
migration,associates_prepared,private_email,18,text,YES
migration,associates_prepared,growth_share_sponsor,19,text,YES
migration,associates_prepared,proposed_growth_share_sponsor,20,text,YES
migration,associates_prepared,temporary_growth_share_sponsor,21,text,YES
migration,associates_prepared,start_date,22,date,YES
migration,associates_prepared,end_date,23,date,YES
migration,associates_prepared,anniversary_date,24,date,YES
migration,associates_prepared,cap_date,25,date,YES
migration,associates_prepared,total_cap_amount,26,numeric,YES
migration,associates_prepared,manual_cap,27,numeric,YES
migration,associates_prepared,agent_split,28,numeric,YES
migration,core_associates,id,1,bigint,NO
migration,core_associates,source_associate_id,2,text,NO
migration,core_associates,source_market_center_id,3,text,YES
migration,core_associates,source_team_id,4,text,YES
migration,core_associates,market_center_id,5,bigint,YES
migration,core_associates,team_id,6,bigint,YES
migration,core_associates,first_name,7,text,YES
migration,core_associates,last_name,8,text,YES
migration,core_associates,full_name,9,text,YES
migration,core_associates,email,10,text,YES
migration,core_associates,status_name,11,text,YES
migration,core_associates,kwuid,12,text,YES
migration,core_associates,created_at,13,timestamp with time zone,NO
migration,core_associates,updated_at,14,timestamp with time zone,NO
migration,core_associates,national_id,15,text,YES
migration,core_associates,ffc_number,16,text,YES
migration,core_associates,private_email,17,text,YES
migration,core_associates,mobile_number,18,text,YES
migration,core_associates,office_number,19,text,YES
migration,core_associates,proposed_growth_share_sponsor,20,text,YES
migration,core_associates,temporary_growth_share_sponsor,21,boolean,YES
migration,core_associates,vested,22,boolean,NO
migration,core_associates,vesting_period_start_date,23,date,YES
migration,core_associates,listing_approval_required,24,boolean,NO
migration,core_associates,exclude_from_individual_reports,25,boolean,NO
migration,core_associates,image_url,26,text,YES
migration,core_associates,kwsa_email,27,text,YES
migration,core_associates,property24_opt_in,28,boolean,YES
migration,core_associates,agent_property24_id,29,text,YES
migration,core_associates,property24_status,30,text,YES
migration,core_associates,entegral_opt_in,31,boolean,YES
migration,core_associates,agent_entegral_id,32,text,YES
migration,core_associates,entegral_status,33,text,YES
migration,core_associates,private_property_opt_in,34,boolean,YES
migration,core_associates,private_property_status,35,text,YES
migration,core_associates,cap,36,numeric,YES
migration,core_associates,manual_cap,37,boolean,YES
migration,core_associates,agent_split,38,numeric,YES
migration,core_associates,projected_cos,39,numeric,YES
migration,core_associates,projected_cap,40,numeric,YES
migration,core_associates,start_date,41,date,YES
migration,core_associates,end_date,42,date,YES
migration,core_associates,anniversary_date,43,date,YES
migration,core_associates,cap_date,44,date,YES
migration,core_associates,growth_share_sponsor,45,text,YES
migration,core_associates,agent_entegral_portals,46,ARRAY,NO
migration,core_listings,id,1,bigint,NO
migration,core_listings,source_listing_id,2,text,NO
migration,core_listings,source_market_center_id,3,text,YES
migration,core_listings,market_center_id,4,bigint,YES
migration,core_listings,listing_number,5,text,YES
migration,core_listings,status_name,6,text,YES
migration,core_listings,sale_or_rent,7,text,YES
migration,core_listings,street_number,8,text,YES
migration,core_listings,street_name,9,text,YES
migration,core_listings,suburb,10,text,YES
migration,core_listings,city,11,text,YES
migration,core_listings,province,12,text,YES
migration,core_listings,country,13,text,YES
migration,core_listings,price,14,numeric,YES
migration,core_listings,expiry_date,15,date,YES
migration,core_listings,created_at,16,timestamp with time zone,NO
migration,core_listings,updated_at,17,timestamp with time zone,NO
migration,core_listings,property_title,18,text,YES
migration,core_listings,short_title,19,text,YES
migration,core_listings,property_description,20,text,YES
migration,core_listings,listing_images_json,21,jsonb,YES
migration,core_listings,listing_payload,22,jsonb,YES
migration,core_listings,agent_property_valuation,23,numeric,YES
migration,core_listings,poa,24,boolean,NO
migration,core_listings,no_transfer_duty,25,boolean,NO
migration,core_listings,signed_date,26,date,YES
migration,core_listings,on_market_since_date,27,date,YES
migration,core_listings,rates_and_taxes,28,numeric,YES
migration,core_listings,monthly_levy,29,numeric,YES
migration,core_listings,mandate_type,30,text,YES
migration,core_listings,address_line,31,text,YES
migration,core_listings,listing_status_tag,32,text,YES
migration,core_listings,ownership_type,33,text,YES
migration,core_listings,property_type,34,text,YES
migration,core_listings,property_sub_type,35,text,YES
migration,core_listings,descriptive_feature,36,text,YES
migration,core_listings,retirement_living,37,boolean,YES
migration,core_listings,short_description,38,text,YES
migration,core_listings,erf_number,39,text,YES
migration,core_listings,unit_number,40,text,YES
migration,core_listings,door_number,41,text,YES
migration,core_listings,estate_name,42,text,YES
migration,core_listings,postal_code,43,text,YES
migration,core_listings,longitude,44,numeric,YES
migration,core_listings,latitude,45,numeric,YES
migration,core_listings,override_display_location,46,boolean,YES
migration,core_listings,override_display_longitude,47,numeric,YES
migration,core_listings,override_display_latitude,48,numeric,YES
migration,core_listings,loom_validation_status,49,text,YES
migration,core_listings,loom_property_id,50,text,YES
migration,core_listings,loom_address,51,text,YES
migration,core_listings,display_address_on_website,52,boolean,YES
migration,core_listings,viewing_instructions,53,text,YES
migration,core_listings,viewing_directions,54,text,YES
migration,core_listings,feed_to_private_property,55,boolean,YES
migration,core_listings,private_property_ref1,56,text,YES
migration,core_listings,private_property_ref2,57,text,YES
migration,core_listings,private_property_sync_status,58,text,YES
migration,core_listings,feed_to_kww,59,boolean,YES
migration,core_listings,kww_property_reference,60,text,YES
migration,core_listings,kww_ref1,61,text,YES
migration,core_listings,kww_ref2,62,text,YES
migration,core_listings,kww_sync_status,63,text,YES
migration,core_listings,feed_to_entegral,64,boolean,YES
migration,core_listings,entegral_sync_status,65,text,YES
migration,core_listings,feed_to_property24,66,boolean,YES
migration,core_listings,property24_ref1,67,text,YES
migration,core_listings,property24_ref2,68,text,YES
migration,core_listings,property24_sync_status,69,text,YES
migration,core_listings,reduced_date,70,date,YES
migration,core_listings,property_auction,71,boolean,YES
migration,core_listings,occupation_date,72,date,YES
migration,core_listings,erf_size,73,numeric,YES
migration,core_listings,floor_area,74,numeric,YES
migration,core_listings,construction_date,75,date,YES
migration,core_listings,height_restriction,76,numeric,YES
migration,core_listings,out_building_size,77,numeric,YES
migration,core_listings,zoning_type,78,text,YES
migration,core_listings,is_furnished,79,boolean,YES
migration,core_listings,pet_friendly,80,boolean,YES
migration,core_listings,has_standalone_building,81,boolean,YES
migration,core_listings,has_flatlet,82,boolean,YES
migration,core_listings,has_backup_water,83,boolean,YES
migration,core_listings,wheelchair_accessible,84,boolean,YES
migration,core_listings,has_generator,85,boolean,YES
migration,core_listings,has_borehole,86,boolean,YES
migration,core_listings,has_gas_geyser,87,boolean,YES
migration,core_listings,has_solar_panels,88,boolean,YES
migration,core_listings,has_backup_battery_or_inverter,89,boolean,YES
migration,core_listings,has_solar_geyser,90,boolean,YES
migration,core_listings,has_water_tank,91,boolean,YES
migration,core_listings,adsl,92,boolean,YES
migration,core_listings,fibre,93,boolean,YES
migration,core_listings,isdn,94,boolean,YES
migration,core_listings,dialup,95,boolean,YES
migration,core_listings,fixed_wimax,96,boolean,YES
migration,core_listings,satellite,97,boolean,YES
migration,core_listings,nearby_bus_service,98,boolean,YES
migration,core_listings,nearby_minibus_taxi_service,99,boolean,YES
migration,core_listings,nearby_train_service,100,boolean,YES
migration,core_listings,is_draft,101,boolean,YES
migration,core_listings,is_published,102,boolean,YES
migration,core_listings,rental_rate,103,text,YES
migration,core_listings,lease_period,104,text,YES
migration,core_listings,deposit_requirements,105,text,YES
migration,core_market_centers,id,1,bigint,NO
migration,core_market_centers,source_market_center_id,2,text,NO
migration,core_market_centers,name,3,text,NO
migration,core_market_centers,status_name,4,text,YES
migration,core_market_centers,frontdoor_id,5,text,YES
migration,core_market_centers,created_at,6,timestamp with time zone,NO
migration,core_market_centers,updated_at,7,timestamp with time zone,NO
migration,core_market_centers,logo_image_url,8,text,YES
migration,core_market_centers,company_registered_name,9,text,YES
migration,core_market_centers,kw_office_id,10,text,YES
migration,core_market_centers,contact_number,11,text,YES
migration,core_market_centers,contact_email,12,text,YES
migration,core_market_centers,has_individual_cap,13,boolean,NO
migration,core_market_centers,agent_default_cap,14,numeric,YES
migration,core_market_centers,market_center_default_split,15,numeric,YES
migration,core_market_centers,agent_default_split,16,numeric,YES
migration,core_market_centers,productivity_coach,17,text,YES
migration,core_market_centers,property24_opt_in,18,boolean,NO
migration,core_market_centers,property24_auction_approved,19,boolean,NO
migration,core_market_centers,market_center_property24_id,20,text,YES
migration,core_market_centers,private_property_id,21,text,YES
migration,core_market_centers,entegral_opt_in,22,boolean,NO
migration,core_market_centers,entegral_url,23,text,YES
migration,core_market_centers,entegral_portals,24,ARRAY,NO
migration,core_market_centers,country,25,text,YES
migration,core_market_centers,province,26,text,YES
migration,core_market_centers,city,27,text,YES
migration,core_market_centers,suburb,28,text,YES
migration,core_market_centers,erf_number,29,text,YES
migration,core_market_centers,unit_number,30,text,YES
migration,core_market_centers,door_number,31,text,YES
migration,core_market_centers,estate_name,32,text,YES
migration,core_market_centers,street_number,33,text,YES
migration,core_market_centers,street_name,34,text,YES
migration,core_market_centers,postal_code,35,text,YES
migration,core_market_centers,longitude,36,numeric,YES
migration,core_market_centers,latitude,37,numeric,YES
migration,core_market_centers,override_display_location,38,boolean,NO
migration,core_market_centers,display_longitude,39,numeric,YES
migration,core_market_centers,display_latitude,40,numeric,YES
migration,core_market_centers,address_source_id,41,text,YES
migration,core_market_centers,logo_document_id,42,text,YES
migration,core_teams,id,1,bigint,NO
migration,core_teams,source_team_id,2,text,NO
migration,core_teams,source_market_center_id,3,text,YES
migration,core_teams,market_center_id,4,bigint,YES
migration,core_teams,name,5,text,NO
migration,core_teams,status_name,6,text,YES
migration,core_teams,created_at,7,timestamp with time zone,NO
migration,core_teams,updated_at,8,timestamp with time zone,NO
migration,core_teams,registered_name,9,text,YES
migration,core_teams,contact_number,10,text,YES
migration,core_teams,contact_email,11,text,YES
migration,core_teams,logo_url,12,text,YES
migration,core_teams,address_line1,13,text,YES
migration,core_teams,address_suburb,14,text,YES
migration,core_teams,address_city,15,text,YES
migration,core_teams,address_province,16,text,YES
migration,core_teams,address_postal_code,17,text,YES
migration,core_transactions,id,1,bigint,NO
migration,core_transactions,source_transaction_id,2,text,NO
migration,core_transactions,source_associate_id,3,text,NO
migration,core_transactions,associate_id,4,bigint,YES
migration,core_transactions,market_center_id,5,bigint,YES
migration,core_transactions,transaction_number,6,text,YES
migration,core_transactions,transaction_status,7,text,YES
migration,core_transactions,transaction_type,8,text,YES
migration,core_transactions,source_listing_id,9,text,YES
migration,core_transactions,listing_number,10,text,YES
migration,core_transactions,address,11,text,YES
migration,core_transactions,suburb,12,text,YES
migration,core_transactions,city,13,text,YES
migration,core_transactions,sales_price,14,numeric,YES
migration,core_transactions,list_price,15,numeric,YES
migration,core_transactions,gci_excl_vat,16,numeric,YES
migration,core_transactions,split_percentage,17,numeric,YES
migration,core_transactions,net_comm,18,numeric,YES
migration,core_transactions,total_gci,19,numeric,YES
migration,core_transactions,sale_type,20,text,YES
migration,core_transactions,agent_type,21,text,YES
migration,core_transactions,buyer,22,text,YES
migration,core_transactions,seller,23,text,YES
migration,core_transactions,list_date,24,timestamp with time zone,YES
migration,core_transactions,transaction_date,25,timestamp with time zone,YES
migration,core_transactions,status_change_date,26,timestamp with time zone,YES
migration,core_transactions,expected_date,27,timestamp with time zone,YES
migration,core_transactions,created_at,28,timestamp with time zone,NO
migration,core_transactions,updated_at,29,timestamp with time zone,NO
migration,core_transactions,primary_market_center_id,30,bigint,YES
migration,core_transactions,payment_notes,31,text,YES
migration,core_transactions,return_notes,32,text,YES
migration,core_transactions,source_market_center_id,33,text,YES
migration,core_transactions,market_center_name,34,text,YES
migration,core_transactions,source_team_id,35,text,YES
migration,core_transactions,team_name,36,text,YES
migration,core_transactions,current_source_market_center_id,37,text,YES
migration,core_transactions,current_market_center_name,38,text,YES
migration,core_transactions,current_source_team_id,39,text,YES
migration,core_transactions,current_team_name,40,text,YES
migration,core_transactions,listing_office_name,41,text,YES
migration,core_transactions,variance_per,42,numeric,YES
migration,core_transactions,contract_gci_excl_vat,43,numeric,YES
migration,core_transactions,avg_comms_per,44,numeric,YES
migration,core_transactions,transaction_gci_excl_vat,45,numeric,YES
migration,core_transactions,growth_share,46,numeric,YES
migration,core_transactions,production_royalties,47,numeric,YES
migration,core_transactions,cap_remaining,48,numeric,YES
migration,core_transactions,associate_dollar,49,numeric,YES
migration,core_transactions,mc_dollar,50,numeric,YES
migration,core_transactions,company_dollar,51,numeric,YES
migration,core_transactions,team_dollar,52,numeric,YES
migration,core_transactions,transfer_attorney,53,text,YES
migration,core_transactions,ta_mobile_phone,54,text,YES
migration,core_transactions,ta_email,55,text,YES
